version,S,T,runtime
multithread_shared,2097152,1,0.018423
sequential,2097152,32,0.088538
onethreadperblock,2097152,32,0.008798
multithread_atomics,2097152,32,0.01641
multithread_shared,2097152,32,0.001147
sequential,2097152,32,0.087211
onethreadperblock,2097152,32,0.009344
multithread_atomics,2097152,32,0.015075
multithread_shared,2097152,32,0.001133
sequential,2097152,32,0.087577
onethreadperblock,2097152,32,0.009003
multithread_atomics,2097152,32,0.016092
multithread_shared,2097152,32,0.002099
sequential,2097152,32,0.087221
onethreadperblock,2097152,32,0.007816
multithread_atomics,2097152,32,0.016179
multithread_shared,2097152,32,0.001253
sequential,2097152,32,0.092722
onethreadperblock,2097152,32,0.008706
multithread_atomics,2097152,32,0.016164
multithread_shared,2097152,32,0.001131
sequential,2097152,32,0.0881
onethreadperblock,2097152,32,0.009339
multithread_atomics,2097152,32,0.014973
multithread_shared,2097152,32,0.001156
sequential,2097152,32,0.089374
onethreadperblock,2097152,32,0.007668
multithread_atomics,2097152,32,0.016323
multithread_shared,2097152,32,0.001163
sequential,2097152,32,0.088521
onethreadperblock,2097152,32,0.008204
multithread_atomics,2097152,32,0.015662
multithread_shared,2097152,32,0.001124
sequential,2097152,32,0.088443
onethreadperblock,2097152,32,0.007678
multithread_atomics,2097152,32,0.015943
multithread_shared,2097152,32,0.001123
sequential,2097152,32,0.086985
onethreadperblock,2097152,32,0.007617
multithread_atomics,2097152,32,0.016213
multithread_shared,2097152,32,0.00115
sequential,2097152,64,0.087028
onethreadperblock,2097152,64,0.007601
multithread_atomics,2097152,64,0.017701
multithread_shared,2097152,64,0.001035
sequential,2097152,64,0.092369
onethreadperblock,2097152,64,0.009381
multithread_atomics,2097152,64,0.017038
multithread_shared,2097152,64,0.001057
sequential,2097152,64,0.087453
onethreadperblock,2097152,64,0.008688
multithread_atomics,2097152,64,0.019963
multithread_shared,2097152,64,0.001141
sequential,2097152,64,0.087846
onethreadperblock,2097152,64,0.009243
multithread_atomics,2097152,64,0.017668
multithread_shared,2097152,64,0.001045
sequential,2097152,64,0.086509
onethreadperblock,2097152,64,0.0076
multithread_atomics,2097152,64,0.016999
multithread_shared,2097152,64,0.001137
sequential,2097152,64,0.092275
onethreadperblock,2097152,64,0.008837
multithread_atomics,2097152,64,0.017723
multithread_shared,2097152,64,0.002011
sequential,2097152,64,0.086486
onethreadperblock,2097152,64,0.007762
multithread_atomics,2097152,64,0.017627
multithread_shared,2097152,64,0.001072
sequential,2097152,64,0.08635
onethreadperblock,2097152,64,0.009238
multithread_atomics,2097152,64,0.016821
multithread_shared,2097152,64,0.001075
sequential,2097152,64,0.086559
onethreadperblock,2097152,64,0.008186
multithread_atomics,2097152,64,0.018223
multithread_shared,2097152,64,0.001115
sequential,2097152,64,0.086892
onethreadperblock,2097152,64,0.009847
multithread_atomics,2097152,64,0.01766
multithread_shared,2097152,64,0.001043
sequential,2097152,128,0.091431
onethreadperblock,2097152,128,0.008435
multithread_atomics,2097152,128,0.026707
multithread_shared,2097152,128,0.001139
sequential,2097152,128,0.090366
onethreadperblock,2097152,128,0.008244
multithread_atomics,2097152,128,0.024897
multithread_shared,2097152,128,0.001123
sequential,2097152,128,0.088723
onethreadperblock,2097152,128,0.008489
multithread_atomics,2097152,128,0.0259
multithread_shared,2097152,128,0.001175
sequential,2097152,128,0.089048
onethreadperblock,2097152,128,0.008331
multithread_atomics,2097152,128,0.0267
multithread_shared,2097152,128,0.002529
sequential,2097152,128,0.093722
onethreadperblock,2097152,128,0.009241
multithread_atomics,2097152,128,0.02556
multithread_shared,2097152,128,0.001145
sequential,2097152,128,0.091535
onethreadperblock,2097152,128,0.007645
multithread_atomics,2097152,128,0.028342
multithread_shared,2097152,128,0.001719
sequential,2097152,128,0.088365
onethreadperblock,2097152,128,0.009266
multithread_atomics,2097152,128,0.02647
multithread_shared,2097152,128,0.001123
sequential,2097152,128,0.092998
onethreadperblock,2097152,128,0.00928
multithread_atomics,2097152,128,0.026144
multithread_shared,2097152,128,0.00131
sequential,2097152,128,0.087569
onethreadperblock,2097152,128,0.009243
multithread_atomics,2097152,128,0.026072
multithread_shared,2097152,128,0.002269
sequential,2097152,128,0.087098
onethreadperblock,2097152,128,0.00761
multithread_atomics,2097152,128,0.026127
multithread_shared,2097152,128,0.001326
sequential,2097152,256,0.086677
onethreadperblock,2097152,256,0.009242
multithread_atomics,2097152,256,0.042971
multithread_shared,2097152,256,0.001532
sequential,2097152,256,0.090514
onethreadperblock,2097152,256,0.009233
multithread_atomics,2097152,256,0.040988
multithread_shared,2097152,256,0.001466
sequential,2097152,256,0.08897
onethreadperblock,2097152,256,0.009999
multithread_atomics,2097152,256,0.041457
multithread_shared,2097152,256,0.001455
sequential,2097152,256,0.088664
onethreadperblock,2097152,256,0.009247
multithread_atomics,2097152,256,0.041002
multithread_shared,2097152,256,0.001667
sequential,2097152,256,0.087343
onethreadperblock,2097152,256,0.00781
multithread_atomics,2097152,256,0.043128
multithread_shared,2097152,256,0.001607
sequential,2097152,256,0.090099
onethreadperblock,2097152,256,0.007834
multithread_atomics,2097152,256,0.041396
multithread_shared,2097152,256,0.001514
sequential,2097152,256,0.086981
onethreadperblock,2097152,256,0.007595
multithread_atomics,2097152,256,0.044741
multithread_shared,2097152,256,0.001436
sequential,2097152,256,0.088596
onethreadperblock,2097152,256,0.009318
multithread_atomics,2097152,256,0.042791
multithread_shared,2097152,256,0.001489
sequential,2097152,256,0.092109
onethreadperblock,2097152,256,0.008355
multithread_atomics,2097152,256,0.042216
multithread_shared,2097152,256,0.001465
sequential,2097152,256,0.087578
onethreadperblock,2097152,256,0.009295
multithread_atomics,2097152,256,0.043266
multithread_shared,2097152,256,0.001508
sequential,8388608,1,0.109326
onethreadperblock,8388608,1,0.010915
multithread_atomics,8388608,1,0.040604
multithread_shared,8388608,1,0.029636
sequential,8388608,1,0.10981
onethreadperblock,8388608,1,0.0128
multithread_atomics,8388608,1,0.03617
multithread_shared,8388608,1,0.030992
sequential,8388608,1,0.12255
onethreadperblock,8388608,1,0.010739
multithread_atomics,8388608,1,0.038799
multithread_shared,8388608,1,0.031128
sequential,8388608,1,0.109322
onethreadperblock,8388608,1,0.010918
multithread_atomics,8388608,1,0.035953
multithread_shared,8388608,1,0.030998
sequential,8388608,1,0.109296
onethreadperblock,8388608,1,0.011332
multithread_atomics,8388608,1,0.03527
multithread_shared,8388608,1,0.031313
sequential,8388608,1,0.117121
onethreadperblock,8388608,1,0.012446
multithread_atomics,8388608,1,0.035675
multithread_shared,8388608,1,0.031179
sequential,8388608,1,0.107586
onethreadperblock,8388608,1,0.0125
multithread_atomics,8388608,1,0.03584
multithread_shared,8388608,1,0.029319
sequential,8388608,1,0.107897
onethreadperblock,8388608,1,0.012635
multithread_atomics,8388608,1,0.035577
multithread_shared,8388608,1,0.031916
sequential,8388608,1,0.108539
onethreadperblock,8388608,1,0.011026
multithread_atomics,8388608,1,0.036053
multithread_shared,8388608,1,0.031003
sequential,8388608,1,0.111109
onethreadperblock,8388608,1,0.012674
multithread_atomics,8388608,1,0.0373760000000001
multithread_shared,8388608,1,0.032056
sequential,8388608,32,0.109569
onethreadperblock,8388608,32,0.012309
multithread_atomics,8388608,32,0.020963
multithread_shared,8388608,32,0.002159
sequential,8388608,32,0.108131
onethreadperblock,8388608,32,0.013233
multithread_atomics,8388608,32,0.020228
multithread_shared,8388608,32,0.002327
sequential,8388608,32,0.109381
onethreadperblock,8388608,32,0.012738
multithread_atomics,8388608,32,0.020845
multithread_shared,8388608,32,0.004091
sequential,8388608,32,0.116295
onethreadperblock,8388608,32,0.012636
multithread_atomics,8388608,32,0.020703
multithread_shared,8388608,32,0.002163
sequential,8388608,32,0.107863
onethreadperblock,8388608,32,0.012602
multithread_atomics,8388608,32,0.020784
multithread_shared,8388608,32,0.003932
sequential,8388608,32,0.108742
onethreadperblock,8388608,32,0.012391
multithread_atomics,8388608,32,0.020949
multithread_shared,8388608,32,0.003886
sequential,8388608,32,0.108139
onethreadperblock,8388608,32,0.012315
multithread_atomics,8388608,32,0.020894
multithread_shared,8388608,32,0.002173
sequential,8388608,32,0.108045
onethreadperblock,8388608,32,0.010799
multithread_atomics,8388608,32,0.020815
multithread_shared,8388608,32,0.002589
sequential,8388608,32,0.108917
onethreadperblock,8388608,32,0.012026
multithread_atomics,8388608,32,0.021248
multithread_shared,8388608,32,0.002168
sequential,8388608,32,0.113381
onethreadperblock,8388608,32,0.012579
multithread_atomics,8388608,32,0.021145
multithread_shared,8388608,32,0.002645
sequential,8388608,64,0.111293
onethreadperblock,8388608,64,0.011828
multithread_atomics,8388608,64,0.023252
multithread_shared,8388608,64,0.001941
sequential,8388608,64,0.107794
onethreadperblock,8388608,64,0.01243
multithread_atomics,8388608,64,0.024601
multithread_shared,8388608,64,0.003057
sequential,8388608,64,0.10808
onethreadperblock,8388608,64,0.012194
multithread_atomics,8388608,64,0.023727
multithread_shared,8388608,64,0.0024
sequential,8388608,64,0.107497
onethreadperblock,8388608,64,0.011807
multithread_atomics,8388608,64,0.023067
multithread_shared,8388608,64,0.001972
sequential,8388608,64,0.113796
onethreadperblock,8388608,64,0.011391
multithread_atomics,8388608,64,0.023783
multithread_shared,8388608,64,0.002009
sequential,8388608,64,0.10793
onethreadperblock,8388608,64,0.012035
multithread_atomics,8388608,64,0.022897
multithread_shared,8388608,64,0.001972
sequential,8388608,64,0.109367
onethreadperblock,8388608,64,0.012516
multithread_atomics,8388608,64,0.023053
multithread_shared,8388608,64,0.002112
sequential,8388608,64,0.116927
onethreadperblock,8388608,64,0.011498
multithread_atomics,8388608,64,0.024039
multithread_shared,8388608,64,0.001985
sequential,8388608,64,0.108058
onethreadperblock,8388608,64,0.012547
multithread_atomics,8388608,64,0.02318
multithread_shared,8388608,64,0.003045
sequential,8388608,64,0.108682
onethreadperblock,8388608,64,0.012605
multithread_atomics,8388608,64,0.023018
multithread_shared,8388608,64,0.003713
sequential,8388608,128,0.107694
onethreadperblock,8388608,128,0.013114
multithread_atomics,8388608,128,0.036652
multithread_shared,8388608,128,0.001737
sequential,8388608,128,0.118098
onethreadperblock,8388608,128,0.010816
multithread_atomics,8388608,128,0.033879
multithread_shared,8388608,128,0.001609
sequential,8388608,128,0.108013
onethreadperblock,8388608,128,0.010801
multithread_atomics,8388608,128,0.034517
multithread_shared,8388608,128,0.001674
sequential,8388608,128,0.110051
onethreadperblock,8388608,128,0.01228
multithread_atomics,8388608,128,0.035016
multithread_shared,8388608,128,0.002297
sequential,8388608,128,0.108447
onethreadperblock,8388608,128,0.011152
multithread_atomics,8388608,128,0.034813
multithread_shared,8388608,128,0.001677
sequential,8388608,128,0.111832
onethreadperblock,8388608,128,0.012554
multithread_atomics,8388608,128,0.033429
multithread_shared,8388608,128,0.00161
sequential,8388608,128,0.108625
onethreadperblock,8388608,128,0.011697
multithread_atomics,8388608,128,0.034574
multithread_shared,8388608,128,0.001612
sequential,8388608,128,0.108454
onethreadperblock,8388608,128,0.010945
multithread_atomics,8388608,128,0.033301
multithread_shared,8388608,128,0.001607
sequential,8388608,128,0.108469
onethreadperblock,8388608,128,0.011413
multithread_atomics,8388608,128,0.035419
multithread_shared,8388608,128,0.002329
sequential,8388608,128,0.114594
onethreadperblock,8388608,128,0.012604
multithread_atomics,8388608,128,0.032843
multithread_shared,8388608,128,0.001602
sequential,8388608,256,0.107809
onethreadperblock,8388608,256,0.013302
multithread_atomics,8388608,256,0.052252
multithread_shared,8388608,256,0.001675
sequential,8388608,256,0.110841
onethreadperblock,8388608,256,0.011839
multithread_atomics,8388608,256,0.052249
multithread_shared,8388608,256,0.001737
sequential,8388608,256,0.111521
onethreadperblock,8388608,256,0.01156
multithread_atomics,8388608,256,0.053873
multithread_shared,8388608,256,0.001719
sequential,8388608,256,0.109137
onethreadperblock,8388608,256,0.012271
multithread_atomics,8388608,256,0.052714
multithread_shared,8388608,256,0.001685
sequential,8388608,256,0.114633
onethreadperblock,8388608,256,0.011484
multithread_atomics,8388608,256,0.051913
multithread_shared,8388608,256,0.001736
sequential,8388608,256,0.108459
onethreadperblock,8388608,256,0.01262
multithread_atomics,8388608,256,0.052518
multithread_shared,8388608,256,0.00201
sequential,8388608,256,0.114487
onethreadperblock,8388608,256,0.011514
multithread_atomics,8388608,256,0.05221
multithread_shared,8388608,256,0.002347
sequential,8388608,256,0.10937
onethreadperblock,8388608,256,0.011578
multithread_atomics,8388608,256,0.051889
multithread_shared,8388608,256,0.001712
sequential,8388608,256,0.107881
onethreadperblock,8388608,256,0.012403
multithread_atomics,8388608,256,0.05264
multithread_shared,8388608,256,0.001732
sequential,8388608,256,0.108093
onethreadperblock,8388608,256,0.012522
multithread_atomics,8388608,256,0.053873
multithread_shared,8388608,256,0.001737
sequential,33554432,1,0.191319
onethreadperblock,33554432,1,0.029958
multithread_atomics,33554432,1,0.078571
multithread_shared,33554432,1,0.067165
sequential,33554432,1,0.197314
onethreadperblock,33554432,1,0.030556
multithread_atomics,33554432,1,0.0831970000000001
multithread_shared,33554432,1,0.064832
sequential,33554432,1,0.193127
onethreadperblock,33554432,1,0.027659
multithread_atomics,33554432,1,0.077409
multithread_shared,33554432,1,0.068137
sequential,33554432,1,0.188418
onethreadperblock,33554432,1,0.029122
multithread_atomics,33554432,1,0.083182
multithread_shared,33554432,1,0.066209
sequential,33554432,1,0.195276
onethreadperblock,33554432,1,0.029119
multithread_atomics,33554432,1,0.078824
multithread_shared,33554432,1,0.065282
sequential,33554432,1,0.193351
onethreadperblock,33554432,1,0.02789
multithread_atomics,33554432,1,0.080711
multithread_shared,33554432,1,0.064515
sequential,33554432,1,0.210558
onethreadperblock,33554432,1,0.027828
multithread_atomics,33554432,1,0.075875
multithread_shared,33554432,1,0.069102
sequential,33554432,1,0.196191
onethreadperblock,33554432,1,0.029102
multithread_atomics,33554432,1,0.076965
multithread_shared,33554432,1,0.065888
sequential,33554432,1,0.190221
onethreadperblock,33554432,1,0.027574
multithread_atomics,33554432,1,0.075881
multithread_shared,33554432,1,0.066504
sequential,33554432,1,0.199035
onethreadperblock,33554432,1,0.0291520000000001
multithread_atomics,33554432,1,0.078985
multithread_shared,33554432,1,0.06731
sequential,33554432,32,0.194182
onethreadperblock,33554432,32,0.029118
multithread_atomics,33554432,32,0.041787
multithread_shared,33554432,32,0.008521
sequential,33554432,32,0.1941
onethreadperblock,33554432,32,0.02886
multithread_atomics,33554432,32,0.042892
multithread_shared,33554432,32,0.008026
sequential,33554432,32,0.190538
onethreadperblock,33554432,32,0.028636
multithread_atomics,33554432,32,0.042668
multithread_shared,33554432,32,0.008508
sequential,33554432,32,0.191107
onethreadperblock,33554432,32,0.029197
multithread_atomics,33554432,32,0.042828
multithread_shared,33554432,32,0.008593
sequential,33554432,32,0.189999
onethreadperblock,33554432,32,0.030118
multithread_atomics,33554432,32,0.043625
multithread_shared,33554432,32,0.007163
sequential,33554432,32,0.198117
onethreadperblock,33554432,32,0.029891
multithread_atomics,33554432,32,0.041572
multithread_shared,33554432,32,0.007164
sequential,33554432,32,0.187308
onethreadperblock,33554432,32,0.029185
multithread_atomics,33554432,32,0.043127
multithread_shared,33554432,32,0.007494
sequential,33554432,32,0.186527
onethreadperblock,33554432,32,0.028599
multithread_atomics,33554432,32,0.041288
multithread_shared,33554432,32,0.007798
sequential,33554432,32,0.18609
onethreadperblock,33554432,32,0.028897
multithread_atomics,33554432,32,0.042967
multithread_shared,33554432,32,0.008259
sequential,33554432,32,0.191858
onethreadperblock,33554432,32,0.029253
multithread_atomics,33554432,32,0.043729
multithread_shared,33554432,32,0.008281
sequential,33554432,64,0.195419
onethreadperblock,33554432,64,0.029737
multithread_atomics,33554432,64,0.054356
multithread_shared,33554432,64,0.009409
sequential,33554432,64,0.188598
onethreadperblock,33554432,64,0.028147
multithread_atomics,33554432,64,0.052336
multithread_shared,33554432,64,0.008319
sequential,33554432,64,0.195075
onethreadperblock,33554432,64,0.02943
multithread_atomics,33554432,64,0.051978
multithread_shared,33554432,64,0.008527
sequential,33554432,64,0.201942
onethreadperblock,33554432,64,0.029161
multithread_atomics,33554432,64,0.054322
multithread_shared,33554432,64,0.010764
sequential,33554432,64,0.18912
onethreadperblock,33554432,64,0.028849
multithread_atomics,33554432,64,0.051945
multithread_shared,33554432,64,0.008896
sequential,33554432,64,0.194163
onethreadperblock,33554432,64,0.028969
multithread_atomics,33554432,64,0.053111
multithread_shared,33554432,64,0.00945
sequential,33554432,64,0.194076
onethreadperblock,33554432,64,0.028713
multithread_atomics,33554432,64,0.052297
multithread_shared,33554432,64,0.008364
sequential,33554432,64,0.204939
onethreadperblock,33554432,64,0.029069
multithread_atomics,33554432,64,0.053108
multithread_shared,33554432,64,0.008611
sequential,33554432,64,0.18947
onethreadperblock,33554432,64,0.030144
multithread_atomics,33554432,64,0.052297
multithread_shared,33554432,64,0.008493
sequential,33554432,64,0.190209
onethreadperblock,33554432,64,0.029576
multithread_atomics,33554432,64,0.052049
multithread_shared,33554432,64,0.008348
sequential,33554432,128,0.198279
onethreadperblock,33554432,128,0.029307
multithread_atomics,33554432,128,0.083745
multithread_shared,33554432,128,0.010365
sequential,33554432,128,0.189807
onethreadperblock,33554432,128,0.0295390000000001
multithread_atomics,33554432,128,0.079311
multithread_shared,33554432,128,0.010748
sequential,33554432,128,0.191517
onethreadperblock,33554432,128,0.029402
multithread_atomics,33554432,128,0.079148
multithread_shared,33554432,128,0.010437
sequential,33554432,128,0.188844
onethreadperblock,33554432,128,0.029307
multithread_atomics,33554432,128,0.078212
multithread_shared,33554432,128,0.009541
sequential,33554432,128,0.191488
onethreadperblock,33554432,128,0.028005
multithread_atomics,33554432,128,0.078314
multithread_shared,33554432,128,0.00958
sequential,33554432,128,0.19242
onethreadperblock,33554432,128,0.027221
multithread_atomics,33554432,128,0.0797330000000001
multithread_shared,33554432,128,0.01002
sequential,33554432,128,0.190658
onethreadperblock,33554432,128,0.029101
multithread_atomics,33554432,128,0.079384
multithread_shared,33554432,128,0.009532
sequential,33554432,128,0.191109
onethreadperblock,33554432,128,0.029787
multithread_atomics,33554432,128,0.07988
multithread_shared,33554432,128,0.010545
sequential,33554432,128,0.187373
onethreadperblock,33554432,128,0.027766
multithread_atomics,33554432,128,0.078679
multithread_shared,33554432,128,0.009343
sequential,33554432,128,0.188552
onethreadperblock,33554432,128,0.029247
multithread_atomics,33554432,128,0.079392
multithread_shared,33554432,128,0.009892
sequential,33554432,256,0.188658
onethreadperblock,33554432,256,0.029524
multithread_atomics,33554432,256,0.115177
multithread_shared,33554432,256,0.007485
sequential,33554432,256,0.194348
onethreadperblock,33554432,256,0.027965
multithread_atomics,33554432,256,0.122987
multithread_shared,33554432,256,0.008679
sequential,33554432,256,0.191672
onethreadperblock,33554432,256,0.027968
multithread_atomics,33554432,256,0.114941
multithread_shared,33554432,256,0.008839
sequential,33554432,256,0.193489
onethreadperblock,33554432,256,0.029245
multithread_atomics,33554432,256,0.116244
multithread_shared,33554432,256,0.008914
sequential,33554432,256,0.18757
onethreadperblock,33554432,256,0.028469
multithread_atomics,33554432,256,0.112854
multithread_shared,33554432,256,0.007507
sequential,33554432,256,0.191385
onethreadperblock,33554432,256,0.027606
multithread_atomics,33554432,256,0.114481
multithread_shared,33554432,256,0.007477
sequential,33554432,256,0.189808
onethreadperblock,33554432,256,0.028432
multithread_atomics,33554432,256,0.114616
multithread_shared,33554432,256,0.00784
sequential,33554432,256,0.187867
onethreadperblock,33554432,256,0.030593
multithread_atomics,33554432,256,0.114713
multithread_shared,33554432,256,0.009095
sequential,33554432,256,0.191114
onethreadperblock,33554432,256,0.027994
multithread_atomics,33554432,256,0.118222
multithread_shared,33554432,256,0.007902
sequential,33554432,256,0.198696
onethreadperblock,33554432,256,0.029424
multithread_atomics,33554432,256,0.114513
multithread_shared,33554432,256,0.008941
sequential,32768,1,1.280639
onethreadperblock,32768,1,0.117067
multithread_atomics,32768,1,0.310012
multithread_shared,32768,1,0.25846
sequential,32768,1,1.290325
onethreadperblock,32768,1,0.117719
multithread_atomics,32768,1,0.300387
multithread_shared,32768,1,0.256031
sequential,32768,1,1.282512
onethreadperblock,32768,1,0.118358
multithread_atomics,32768,1,0.300969
multithread_shared,32768,1,0.262582
sequential,32768,1,1.29655
onethreadperblock,32768,1,0.118034
multithread_atomics,32768,1,0.306463
multithread_shared,32768,1,0.257443
sequential,32768,1,1.283015
onethreadperblock,32768,1,0.116745
multithread_atomics,32768,1,0.293121
multithread_shared,32768,1,0.254592
sequential,32768,1,1.288667
onethreadperblock,32768,1,0.11572
multithread_atomics,32768,1,0.301906
multithread_shared,32768,1,0.245898
sequential,32768,1,1.283418
onethreadperblock,32768,1,0.113873
multithread_atomics,32768,1,0.293695
multithread_shared,32768,1,0.246133
sequential,32768,1,1.283719
onethreadperblock,32768,1,0.113749
multithread_atomics,32768,1,0.292344
multithread_shared,32768,1,0.255577
sequential,32768,1,1.283842
onethreadperblock,32768,1,0.114357
multithread_atomics,32768,1,0.294562
multithread_shared,32768,1,0.249795
sequential,32768,1,1.29591
onethreadperblock,32768,1,0.118189
multithread_atomics,32768,1,0.293282
multithread_shared,32768,1,0.252786
sequential,32768,32,1.290802
onethreadperblock,32768,32,0.12042
multithread_atomics,32768,32,0.209816
multithread_shared,32768,32,0.012197
sequential,32768,32,1.283295
onethreadperblock,32768,32,0.115298
multithread_atomics,32768,32,0.216677
multithread_shared,32768,32,0.012525
sequential,32768,32,1.302602
onethreadperblock,32768,32,0.117248
multithread_atomics,32768,32,0.208991
multithread_shared,32768,32,0.011788
sequential,32768,32,1.296177
onethreadperblock,32768,32,0.116225
multithread_atomics,32768,32,0.207947
multithread_shared,32768,32,0.011721
sequential,32768,32,1.29075
onethreadperblock,32768,32,0.117239
multithread_atomics,32768,32,0.208256
multithread_shared,32768,32,0.012503
sequential,32768,32,1.311221
onethreadperblock,32768,32,0.118402
multithread_atomics,32768,32,0.210996
multithread_shared,32768,32,0.01133
sequential,32768,32,1.295739
onethreadperblock,32768,32,0.113709
multithread_atomics,32768,32,0.215156
multithread_shared,32768,32,0.01261
sequential,32768,32,1.293443
onethreadperblock,32768,32,0.121826
multithread_atomics,32768,32,0.204745
multithread_shared,32768,32,0.012314
sequential,32768,32,1.290525
onethreadperblock,32768,32,0.115711
multithread_atomics,32768,32,0.205893
multithread_shared,32768,32,0.011274
sequential,32768,32,1.298323
onethreadperblock,32768,32,0.117762
multithread_atomics,32768,32,0.203471
multithread_shared,32768,32,0.012613
sequential,32768,64,1.281023
onethreadperblock,32768,64,0.117758
multithread_atomics,32768,64,0.238143
multithread_shared,32768,64,0.012071
sequential,32768,64,1.293592
onethreadperblock,32768,64,0.117119
multithread_atomics,32768,64,0.237045
multithread_shared,32768,64,0.013126
sequential,32768,64,1.290456
onethreadperblock,32768,64,0.117207
multithread_atomics,32768,64,0.236759
multithread_shared,32768,64,0.012467
sequential,32768,64,1.279354
onethreadperblock,32768,64,0.117397
multithread_atomics,32768,64,0.235846
multithread_shared,32768,64,0.012393
sequential,32768,64,1.278126
onethreadperblock,32768,64,0.117938
multithread_atomics,32768,64,0.236001
multithread_shared,32768,64,0.011623
sequential,32768,64,1.293721
onethreadperblock,32768,64,0.117458
multithread_atomics,32768,64,0.238908
multithread_shared,32768,64,0.012516
sequential,32768,64,1.297803
onethreadperblock,32768,64,0.11402
multithread_atomics,32768,64,0.228504
multithread_shared,32768,64,0.013828
sequential,32768,64,1.297782
onethreadperblock,32768,64,0.112743
multithread_atomics,32768,64,0.230935
multithread_shared,32768,64,0.011308
sequential,32768,64,1.292649
onethreadperblock,32768,64,0.11574
multithread_atomics,32768,64,0.230977
multithread_shared,32768,64,0.012453
sequential,32768,64,1.302502
onethreadperblock,32768,64,0.117673
multithread_atomics,32768,64,0.231522
multithread_shared,32768,64,0.012243
sequential,32768,128,1.295602
onethreadperblock,32768,128,0.115437
multithread_atomics,32768,128,0.364166
multithread_shared,32768,128,0.011917
sequential,32768,128,1.291573
onethreadperblock,32768,128,0.116728
multithread_atomics,32768,128,0.367497
multithread_shared,32768,128,0.011603
sequential,32768,128,1.292673
onethreadperblock,32768,128,0.11645
multithread_atomics,32768,128,0.363784
multithread_shared,32768,128,0.011771
sequential,32768,128,1.293744
onethreadperblock,32768,128,0.116479
multithread_atomics,32768,128,0.362696
multithread_shared,32768,128,0.012984
sequential,32768,128,1.289452
onethreadperblock,32768,128,0.117456
multithread_atomics,32768,128,0.362527
multithread_shared,32768,128,0.01123
sequential,32768,128,1.292697
onethreadperblock,32768,128,0.116624
multithread_atomics,32768,128,0.359794
multithread_shared,32768,128,0.011916
sequential,32768,128,1.294584
onethreadperblock,32768,128,0.11451
multithread_atomics,32768,128,0.358578
multithread_shared,32768,128,0.011546
sequential,32768,128,1.294299
onethreadperblock,32768,128,0.114108
multithread_atomics,32768,128,0.356778
multithread_shared,32768,128,0.010945
sequential,32768,128,1.302985
onethreadperblock,32768,128,0.116403
multithread_atomics,32768,128,0.364337
multithread_shared,32768,128,0.012742
sequential,32768,128,1.290896
onethreadperblock,32768,128,0.119594
multithread_atomics,32768,128,0.356237
multithread_shared,32768,128,0.012824
sequential,32768,256,1.289826
onethreadperblock,32768,256,0.116367
multithread_atomics,32768,256,0.60196
multithread_shared,32768,256,0.013396
sequential,32768,256,1.299602
onethreadperblock,32768,256,0.114853
multithread_atomics,32768,256,0.609631
multithread_shared,32768,256,0.013343
sequential,32768,256,1.29849
onethreadperblock,32768,256,0.118333
multithread_atomics,32768,256,0.599608
multithread_shared,32768,256,0.013993
sequential,32768,256,1.291698
onethreadperblock,32768,256,0.117346
multithread_atomics,32768,256,0.613891
multithread_shared,32768,256,0.013121
sequential,32768,256,1.292951
onethreadperblock,32768,256,0.117627
multithread_atomics,32768,256,0.605418
multithread_shared,32768,256,0.012177
sequential,32768,256,1.289881
onethreadperblock,32768,256,0.116907
multithread_atomics,32768,256,0.602415
multithread_shared,32768,256,0.013241
sequential,32768,256,1.275012
onethreadperblock,32768,256,0.119841
multithread_atomics,32768,256,0.596904
multithread_shared,32768,256,0.012182
sequential,32768,256,1.267634
onethreadperblock,32768,256,0.115178
multithread_atomics,32768,256,0.589045
multithread_shared,32768,256,0.01202
sequential,32768,256,1.266835
onethreadperblock,32768,256,0.115522
multithread_atomics,32768,256,0.601353
multithread_shared,32768,256,0.013376
sequential,32768,256,1.289621
onethreadperblock,32768,256,0.113992
multithread_atomics,32768,256,0.592078
multithread_shared,32768,256,0.014251
sequential,131072,1,1.27997
onethreadperblock,131072,1,0.115711
multithread_atomics,131072,1,0.296782
multithread_shared,131072,1,0.257523
sequential,131072,1,1.270403
onethreadperblock,131072,1,0.116933
multithread_atomics,131072,1,0.303277
multithread_shared,131072,1,0.259744
sequential,131072,1,1.281408
onethreadperblock,131072,1,0.117495
multithread_atomics,131072,1,0.306198
multithread_shared,131072,1,0.257661
sequential,131072,1,1.256566
onethreadperblock,131072,1,0.116914
multithread_atomics,131072,1,0.309273
multithread_shared,131072,1,0.270445
sequential,131072,1,1.258674
onethreadperblock,131072,1,0.116827
multithread_atomics,131072,1,0.305479
multithread_shared,131072,1,0.261563
sequential,131072,1,1.259542
onethreadperblock,131072,1,0.118114
multithread_atomics,131072,1,0.297437
multithread_shared,131072,1,0.260087
sequential,131072,1,1.254036
onethreadperblock,131072,1,0.114636
multithread_atomics,131072,1,0.295816
multithread_shared,131072,1,0.2442
sequential,131072,1,1.257848
onethreadperblock,131072,1,0.112829
multithread_atomics,131072,1,0.293757
multithread_shared,131072,1,0.2463
sequential,131072,1,1.269883
onethreadperblock,131072,1,0.113788
multithread_atomics,131072,1,0.302126
multithread_shared,131072,1,0.246235
sequential,131072,1,1.268169
onethreadperblock,131072,1,0.114823
multithread_atomics,131072,1,0.290555
