version,B,T,N,runtime
multithread,32,256, 100000000,0.077587
multithread_shared,32,256, 100000000,0.073634
multithread_reduction,32,256, 100000000,0.075510
onethreadperblock,32,256, 100000000,1.666324
multithread,32,256, 100000000,0.073599
multithread_shared,32,256, 100000000,0.082970
multithread_reduction,32,256, 100000000,0.076082
onethreadperblock,32,256, 100000000,1.665540
multithread,32,256, 100000000,0.078302
multithread_shared,32,256, 100000000,0.079980
multithread_reduction,32,256, 100000000,0.078084
onethreadperblock,32,256, 100000000,1.642734
multithread,32,256, 100000000,0.076150
multithread_shared,32,256, 100000000,0.077458
multithread_reduction,32,256, 100000000,0.084475
onethreadperblock,32,256, 1000000000,15.993332
multithread,32,256, 1000000000,0.237203
multithread_shared,32,256, 1000000000,0.234947
multithread_reduction,32,256, 1000000000,0.217898
onethreadperblock,32,256, 1000000000,16.016241
multithread,32,256, 1000000000,0.243160
multithread_shared,32,256, 1000000000,0.233341
multithread_reduction,32,256, 1000000000,0.232439
onethreadperblock,32,256, 1000000000,16.021931
multithread,32,256, 1000000000,0.241313
multithread_shared,32,256, 1000000000,0.241349
multithread_reduction,32,256, 1000000000,0.224329
onethreadperblock,32,256, 1000000000,16.095488
multithread,32,256, 1000000000,0.235710
multithread_shared,32,256, 1000000000,0.235394
multithread_reduction,32,256, 1000000000,0.246389
onethreadperblock,32,256, 1000000000,16.030033
multithread,32,256, 1000000000,0.243132
multithread_shared,32,256, 1000000000,0.234712
multithread_reduction,32,256, 1000000000,0.219170
onethreadperblock,64,1, 1000,0.058923
multithread,64,1, 1000,0.043135
multithread_shared,64,1, 1000,0.059923
multithread_reduction,64,1, 1000,0.068815
onethreadperblock,64,1, 1000,0.043769
multithread,64,1, 1000,0.062926
multithread_shared,64,1, 1000,0.043077
multithread_reduction,64,1, 1000,0.060446
onethreadperblock,64,1, 1000,0.057942
multithread,64,1, 1000,0.042169
multithread_shared,64,1, 1000,0.041688
multithread_reduction,64,1, 1000,0.043244
onethreadperblock,64,1, 1000,0.059713
multithread,64,1, 1000,0.042032
multithread_shared,64,1, 1000,0.045165
multithread_reduction,64,1, 1000,0.042355
onethreadperblock,64,1, 1000,0.043643
multithread,64,1, 1000,0.041901
multithread_shared,64,1, 1000,0.042537
multithread_reduction,64,1, 1000,0.045374
onethreadperblock,64,1, 10000,0.043331
multithread,64,1, 10000,0.041976
multithread_shared,64,1, 10000,0.043043
multithread_reduction,64,1, 10000,0.043417
onethreadperblock,64,1, 10000,0.043533
multithread,64,1, 10000,0.042436
multithread_shared,64,1, 10000,0.042521
multithread_reduction,64,1, 10000,0.060743
onethreadperblock,64,1, 10000,0.041832
multithread,64,1, 10000,0.042583
multithread_shared,64,1, 10000,0.042873
multithread_reduction,64,1, 10000,0.042295
onethreadperblock,64,1, 10000,0.042292
multithread,64,1, 10000,0.042382
multithread_shared,64,1, 10000,0.050968
multithread_reduction,64,1, 10000,0.042274
onethreadperblock,64,1, 10000,0.042684
multithread,64,1, 10000,0.044211
multithread_shared,64,1, 10000,0.043298
multithread_reduction,64,1, 10000,0.043573
onethreadperblock,64,1, 100000,0.042779
multithread,64,1, 100000,0.042483
multithread_shared,64,1, 100000,0.042106
multithread_reduction,64,1, 100000,0.044537
onethreadperblock,64,1, 100000,0.042647
multithread,64,1, 100000,0.043534
multithread_shared,64,1, 100000,0.042501
multithread_reduction,64,1, 100000,0.043737
onethreadperblock,64,1, 100000,0.044426
multithread,64,1, 100000,0.042910
multithread_shared,64,1, 100000,0.042651
multithread_reduction,64,1, 100000,0.044246
onethreadperblock,64,1, 100000,0.070554
multithread,64,1, 100000,0.043784
multithread_shared,64,1, 100000,0.047453
multithread_reduction,64,1, 100000,0.045437
onethreadperblock,64,1, 100000,0.043802
multithread,64,1, 100000,0.044268
multithread_shared,64,1, 100000,0.043678
multithread_reduction,64,1, 100000,0.042723
onethreadperblock,64,1, 1000000,0.053325
multithread,64,1, 1000000,0.051803
multithread_shared,64,1, 1000000,0.050510
multithread_reduction,64,1, 1000000,0.068180
onethreadperblock,64,1, 1000000,0.050640
multithread,64,1, 1000000,0.050976
multithread_shared,64,1, 1000000,0.053018
multithread_reduction,64,1, 1000000,0.046666
onethreadperblock,64,1, 1000000,0.049350
multithread,64,1, 1000000,0.056799
multithread_shared,64,1, 1000000,0.051073
multithread_reduction,64,1, 1000000,0.053012
onethreadperblock,64,1, 1000000,0.051769
multithread,64,1, 1000000,0.070957
multithread_shared,64,1, 1000000,0.052969
multithread_reduction,64,1, 1000000,0.049175
onethreadperblock,64,1, 1000000,0.051270
multithread,64,1, 1000000,0.051669
multithread_shared,64,1, 1000000,0.052951
multithread_reduction,64,1, 1000000,0.046881
onethreadperblock,64,1, 10000000,0.134519
multithread,64,1, 10000000,0.149412
multithread_shared,64,1, 10000000,0.126145
multithread_reduction,64,1, 10000000,0.100753
onethreadperblock,64,1, 10000000,0.144589
multithread,64,1, 10000000,0.139714
multithread_shared,64,1, 10000000,0.121827
multithread_reduction,64,1, 10000000,0.101213
onethreadperblock,64,1, 10000000,0.123766
multithread,64,1, 10000000,0.143153
multithread_shared,64,1, 10000000,0.127886
multithread_reduction,64,1, 10000000,0.080695
onethreadperblock,64,1, 10000000,0.142392
multithread,64,1, 10000000,0.141685
multithread_shared,64,1, 10000000,0.140855
multithread_reduction,64,1, 10000000,0.102807
onethreadperblock,64,1, 10000000,0.141895
multithread,64,1, 10000000,0.123836
multithread_shared,64,1, 10000000,0.139805
multithread_reduction,64,1, 10000000,0.081950
onethreadperblock,64,1, 100000000,0.847258
multithread,64,1, 100000000,0.856366
multithread_shared,64,1, 100000000,0.876048
multithread_reduction,64,1, 100000000,0.448307
onethreadperblock,64,1, 100000000,0.844223
multithread,64,1, 100000000,0.870390
multithread_shared,64,1, 100000000,0.868373
multithread_reduction,64,1, 100000000,0.468333
onethreadperblock,64,1, 100000000,0.850867
multithread,64,1, 100000000,0.876885
multithread_shared,64,1, 100000000,0.874703
multithread_reduction,64,1, 100000000,0.464687
onethreadperblock,64,1, 100000000,0.845289
multithread,64,1, 100000000,0.873189
multithread_shared,64,1, 100000000,0.847499
multithread_reduction,64,1, 100000000,0.470945
onethreadperblock,64,1, 100000000,0.863720
multithread,64,1, 100000000,0.881521
multithread_shared,64,1, 100000000,0.872218
multithread_reduction,64,1, 100000000,0.470561
onethreadperblock,64,1, 1000000000,8.063906
multithread,64,1, 1000000000,8.085232
multithread_shared,64,1, 1000000000,8.107247
multithread_reduction,64,1, 1000000000,4.091807
onethreadperblock,64,1, 1000000000,8.113901
multithread,64,1, 1000000000,8.136454
multithread_shared,64,1, 1000000000,8.125164
multithread_reduction,64,1, 1000000000,4.097925
onethreadperblock,64,1, 1000000000,8.144843
multithread,64,1, 1000000000,8.071495
multithread_shared,64,1, 1000000000,8.171609
multithread_reduction,64,1, 1000000000,4.083631
onethreadperblock,64,1, 1000000000,8.122353
multithread,64,1, 1000000000,8.102598
multithread_shared,64,1, 1000000000,8.126842
multithread_reduction,64,1, 1000000000,4.041892
onethreadperblock,64,1, 1000000000,8.123115
multithread,64,1, 1000000000,8.135533
multithread_shared,64,1, 1000000000,8.073681
multithread_reduction,64,1, 1000000000,4.071312
onethreadperblock,64,32, 1000,0.058421
multithread,64,32, 1000,0.060553
multithread_shared,64,32, 1000,0.061891
multithread_reduction,64,32, 1000,0.061918
onethreadperblock,64,32, 1000,0.058360
multithread,64,32, 1000,0.058373
multithread_shared,64,32, 1000,0.066429
multithread_reduction,64,32, 1000,0.043863
onethreadperblock,64,32, 1000,0.041648
multithread,64,32, 1000,0.059721
multithread_shared,64,32, 1000,0.041414
multithread_reduction,64,32, 1000,0.042390
onethreadperblock,64,32, 1000,0.044331
multithread,64,32, 1000,0.061869
multithread_shared,64,32, 1000,0.041387
multithread_reduction,64,32, 1000,0.041802
onethreadperblock,64,32, 1000,0.071995
multithread,64,32, 1000,0.042428
multithread_shared,64,32, 1000,0.041509
multithread_reduction,64,32, 1000,0.042370
onethreadperblock,64,32, 10000,0.042416
multithread,64,32, 10000,0.042991
multithread_shared,64,32, 10000,0.043355
multithread_reduction,64,32, 10000,0.042717
onethreadperblock,64,32, 10000,0.061368
multithread,64,32, 10000,0.041705
multithread_shared,64,32, 10000,0.042715
multithread_reduction,64,32, 10000,0.044869
onethreadperblock,64,32, 10000,0.067433
multithread,64,32, 10000,0.044736
multithread_shared,64,32, 10000,0.041529
multithread_reduction,64,32, 10000,0.044685
onethreadperblock,64,32, 10000,0.042783
multithread,64,32, 10000,0.041012
multithread_shared,64,32, 10000,0.063151
multithread_reduction,64,32, 10000,0.042508
onethreadperblock,64,32, 10000,0.042741
multithread,64,32, 10000,0.042998
multithread_shared,64,32, 10000,0.042965
multithread_reduction,64,32, 10000,0.041129
onethreadperblock,64,32, 100000,0.042539
multithread,64,32, 100000,0.045776
multithread_shared,64,32, 100000,0.041235
multithread_reduction,64,32, 100000,0.055588
onethreadperblock,64,32, 100000,0.049638
multithread,64,32, 100000,0.041883
multithread_shared,64,32, 100000,0.044241
multithread_reduction,64,32, 100000,0.045261
onethreadperblock,64,32, 100000,0.049034
multithread,64,32, 100000,0.045318
multithread_shared,64,32, 100000,0.055368
multithread_reduction,64,32, 100000,0.049290
onethreadperblock,64,32, 100000,0.044337
multithread,64,32, 100000,0.043456
multithread_shared,64,32, 100000,0.048839
multithread_reduction,64,32, 100000,0.042463
onethreadperblock,64,32, 100000,0.044338
multithread,64,32, 100000,0.048229
multithread_shared,64,32, 100000,0.042540
multithread_reduction,64,32, 100000,0.043025
onethreadperblock,64,32, 1000000,0.050286
multithread,64,32, 1000000,0.042615
multithread_shared,64,32, 1000000,0.041986
multithread_reduction,64,32, 1000000,0.044289
onethreadperblock,64,32, 1000000,0.053135
multithread,64,32, 1000000,0.042377
multithread_shared,64,32, 1000000,0.042917
multithread_reduction,64,32, 1000000,0.044581
onethreadperblock,64,32, 1000000,0.068930
multithread,64,32, 1000000,0.044271
multithread_shared,64,32, 1000000,0.043516
multithread_reduction,64,32, 1000000,0.063830
onethreadperblock,64,32, 1000000,0.049520
multithread,64,32, 1000000,0.042545
multithread_shared,64,32, 1000000,0.043093
multithread_reduction,64,32, 1000000,0.042462
onethreadperblock,64,32, 1000000,0.069813
multithread,64,32, 1000000,0.043648
multithread_shared,64,32, 1000000,0.042967
multithread_reduction,64,32, 1000000,0.062424
onethreadperblock,64,32, 10000000,0.129664
multithread,64,32, 10000000,0.052251
multithread_shared,64,32, 10000000,0.046663
multithread_reduction,64,32, 10000000,0.063842
onethreadperblock,64,32, 10000000,0.124359
multithread,64,32, 10000000,0.044189
multithread_shared,64,32, 10000000,0.065042
multithread_reduction,64,32, 10000000,0.044637
onethreadperblock,64,32, 10000000,0.120889
multithread,64,32, 10000000,0.045616
multithread_shared,64,32, 10000000,0.045247
multithread_reduction,64,32, 10000000,0.044675
onethreadperblock,64,32, 10000000,0.123323
multithread,64,32, 10000000,0.045589
multithread_shared,64,32, 10000000,0.046915
multithread_reduction,64,32, 10000000,0.044390
onethreadperblock,64,32, 10000000,0.120623
multithread,64,32, 10000000,0.061365
multithread_shared,64,32, 10000000,0.070003
multithread_reduction,64,32, 10000000,0.062054
onethreadperblock,64,32, 100000000,0.845266
multithread,64,32, 100000000,0.085123
multithread_shared,64,32, 100000000,0.084771
multithread_reduction,64,32, 100000000,0.090136
onethreadperblock,64,32, 100000000,0.875303
multithread,64,32, 100000000,0.101124
multithread_shared,64,32, 100000000,0.085160
multithread_reduction,64,32, 100000000,0.085115
onethreadperblock,64,32, 100000000,0.860653
multithread,64,32, 100000000,0.086787
multithread_shared,64,32, 100000000,0.069203
multithread_reduction,64,32, 100000000,0.085287
onethreadperblock,64,32, 100000000,0.870947
multithread,64,32, 100000000,0.066629
multithread_shared,64,32, 100000000,0.072227
multithread_reduction,64,32, 100000000,0.069866
onethreadperblock,64,32, 100000000,0.843060
multithread,64,32, 100000000,0.087252
multithread_shared,64,32, 100000000,0.068111
multithread_reduction,64,32, 100000000,0.068227
onethreadperblock,64,32, 1000000000,8.124067
multithread,64,32, 1000000000,0.327137
multithread_shared,64,32, 1000000000,0.309564
multithread_reduction,64,32, 1000000000,0.312165
onethreadperblock,64,32, 1000000000,8.095272
multithread,64,32, 1000000000,0.313465
multithread_shared,64,32, 1000000000,0.320739
multithread_reduction,64,32, 1000000000,0.318171
onethreadperblock,64,32, 1000000000,8.050397
multithread,64,32, 1000000000,0.311001
multithread_shared,64,32, 1000000000,0.310409
multithread_reduction,64,32, 1000000000,0.323638
onethreadperblock,64,32, 1000000000,8.143764
multithread,64,32, 1000000000,0.315489
multithread_shared,64,32, 1000000000,0.316709
multithread_reduction,64,32, 1000000000,0.317642
onethreadperblock,64,32, 1000000000,8.102626
multithread,64,32, 1000000000,0.308142
multithread_shared,64,32, 1000000000,0.316910
multithread_reduction,64,32, 1000000000,0.294442
onethreadperblock,64,64, 1000,0.057831
multithread,64,64, 1000,0.043231
multithread_shared,64,64, 1000,0.041771
multithread_reduction,64,64, 1000,0.062298
onethreadperblock,64,64, 1000,0.058415
multithread,64,64, 1000,0.065513
multithread_shared,64,64, 1000,0.064170
multithread_reduction,64,64, 1000,0.058915
onethreadperblock,64,64, 1000,0.044713
multithread,64,64, 1000,0.042519
multithread_shared,64,64, 1000,0.043990
multithread_reduction,64,64, 1000,0.043071
onethreadperblock,64,64, 1000,0.059818
multithread,64,64, 1000,0.043536
multithread_shared,64,64, 1000,0.041942
multithread_reduction,64,64, 1000,0.044896
onethreadperblock,64,64, 1000,0.042090
multithread,64,64, 1000,0.059021
multithread_shared,64,64, 1000,0.042910
multithread_reduction,64,64, 1000,0.064424
onethreadperblock,64,64, 10000,0.042058
multithread,64,64, 10000,0.043513
multithread_shared,64,64, 10000,0.061260
multithread_reduction,64,64, 10000,0.042763
onethreadperblock,64,64, 10000,0.060881
multithread,64,64, 10000,0.042746
multithread_shared,64,64, 10000,0.042607
multithread_reduction,64,64, 10000,0.044954
onethreadperblock,64,64, 10000,0.042152
multithread,64,64, 10000,0.044866
multithread_shared,64,64, 10000,0.061491
multithread_reduction,64,64, 10000,0.042834
onethreadperblock,64,64, 10000,0.051118
multithread,64,64, 10000,0.042680
multithread_shared,64,64, 10000,0.041455
multithread_reduction,64,64, 10000,0.043671
onethreadperblock,64,64, 10000,0.048144
multithread,64,64, 10000,0.043204
multithread_shared,64,64, 10000,0.044271
multithread_reduction,64,64, 10000,0.042211
onethreadperblock,64,64, 100000,0.042167
multithread,64,64, 100000,0.041574
multithread_shared,64,64, 100000,0.041983
multithread_reduction,64,64, 100000,0.043068
onethreadperblock,64,64, 100000,0.051090
multithread,64,64, 100000,0.042033
multithread_shared,64,64, 100000,0.043879
multithread_reduction,64,64, 100000,0.042501
onethreadperblock,64,64, 100000,0.042877
multithread,64,64, 100000,0.048357
multithread_shared,64,64, 100000,0.043229
multithread_reduction,64,64, 100000,0.041935
onethreadperblock,64,64, 100000,0.043258
multithread,64,64, 100000,0.047645
multithread_shared,64,64, 100000,0.042798
multithread_reduction,64,64, 100000,0.042437
onethreadperblock,64,64, 100000,0.044638
multithread,64,64, 100000,0.045728
multithread_shared,64,64, 100000,0.051743
multithread_reduction,64,64, 100000,0.045367
onethreadperblock,64,64, 1000000,0.049459
multithread,64,64, 1000000,0.042951
multithread_shared,64,64, 1000000,0.042690
multithread_reduction,64,64, 1000000,0.044201
onethreadperblock,64,64, 1000000,0.052040
multithread,64,64, 1000000,0.042431
multithread_shared,64,64, 1000000,0.048138
multithread_reduction,64,64, 1000000,0.042413
onethreadperblock,64,64, 1000000,0.051295
multithread,64,64, 1000000,0.043724
multithread_shared,64,64, 1000000,0.043920
multithread_reduction,64,64, 1000000,0.042624
onethreadperblock,64,64, 1000000,0.051036
multithread,64,64, 1000000,0.046943
multithread_shared,64,64, 1000000,0.044799
multithread_reduction,64,64, 1000000,0.043101
onethreadperblock,64,64, 1000000,0.056134
multithread,64,64, 1000000,0.043981
multithread_shared,64,64, 1000000,0.043807
multithread_reduction,64,64, 1000000,0.043990
onethreadperblock,64,64, 10000000,0.135407
multithread,64,64, 10000000,0.063860
multithread_shared,64,64, 10000000,0.064369
multithread_reduction,64,64, 10000000,0.045052
onethreadperblock,64,64, 10000000,0.120981
multithread,64,64, 10000000,0.045671
multithread_shared,64,64, 10000000,0.044767
multithread_reduction,64,64, 10000000,0.063888
onethreadperblock,64,64, 10000000,0.128060
multithread,64,64, 10000000,0.044173
multithread_shared,64,64, 10000000,0.044336
multithread_reduction,64,64, 10000000,0.043008
onethreadperblock,64,64, 10000000,0.122308
multithread,64,64, 10000000,0.042808
multithread_shared,64,64, 10000000,0.060525
multithread_reduction,64,64, 10000000,0.065607
onethreadperblock,64,64, 10000000,0.139675
multithread,64,64, 10000000,0.043965
multithread_shared,64,64, 10000000,0.063150
multithread_reduction,64,64, 10000000,0.043883
onethreadperblock,64,64, 100000000,0.871151
multithread,64,64, 100000000,0.077584
multithread_shared,64,64, 100000000,0.079420
multithread_reduction,64,64, 100000000,0.080112
onethreadperblock,64,64, 100000000,0.860024
multithread,64,64, 100000000,0.099454
multithread_shared,64,64, 100000000,0.080266
multithread_reduction,64,64, 100000000,0.075834
onethreadperblock,64,64, 100000000,0.879065
multithread,64,64, 100000000,0.079849
multithread_shared,64,64, 100000000,0.076588
multithread_reduction,64,64, 100000000,0.061257
onethreadperblock,64,64, 100000000,0.873485
multithread,64,64, 100000000,0.064092
multithread_shared,64,64, 100000000,0.058738
multithread_reduction,64,64, 100000000,0.058707
onethreadperblock,64,64, 100000000,0.856422
multithread,64,64, 100000000,0.077903
multithread_shared,64,64, 100000000,0.081978
multithread_reduction,64,64, 100000000,0.076548
onethreadperblock,64,64, 1000000000,8.118768
multithread,64,64, 1000000000,0.232304
multithread_shared,64,64, 1000000000,0.233775
multithread_reduction,64,64, 1000000000,0.235494
onethreadperblock,64,64, 1000000000,8.104368
multithread,64,64, 1000000000,0.242738
multithread_shared,64,64, 1000000000,0.246083
multithread_reduction,64,64, 1000000000,0.233676
onethreadperblock,64,64, 1000000000,8.155567
multithread,64,64, 1000000000,0.230809
multithread_shared,64,64, 1000000000,0.234657
multithread_reduction,64,64, 1000000000,0.232603
onethreadperblock,64,64, 1000000000,8.051730
multithread,64,64, 1000000000,0.237164
multithread_shared,64,64, 1000000000,0.237278
multithread_reduction,64,64, 1000000000,0.232630
onethreadperblock,64,64, 1000000000,8.110396
multithread,64,64, 1000000000,0.228597
multithread_shared,64,64, 1000000000,0.234211
multithread_reduction,64,64, 1000000000,0.214208
onethreadperblock,64,128, 1000,0.061174
multithread,64,128, 1000,0.042395
multithread_shared,64,128, 1000,0.064710
multithread_reduction,64,128, 1000,0.067136
onethreadperblock,64,128, 1000,0.064667
multithread,64,128, 1000,0.043304
multithread_shared,64,128, 1000,0.057761
multithread_reduction,64,128, 1000,0.042911
onethreadperblock,64,128, 1000,0.041491
multithread,64,128, 1000,0.043086
multithread_shared,64,128, 1000,0.042628
multithread_reduction,64,128, 1000,0.072269
onethreadperblock,64,128, 1000,0.044350
multithread,64,128, 1000,0.058129
multithread_shared,64,128, 1000,0.041952
multithread_reduction,64,128, 1000,0.043150
onethreadperblock,64,128, 1000,0.044243
multithread,64,128, 1000,0.042457
multithread_shared,64,128, 1000,0.063008
multithread_reduction,64,128, 1000,0.043292
onethreadperblock,64,128, 10000,0.042459
multithread,64,128, 10000,0.042370
multithread_shared,64,128, 10000,0.041986
multithread_reduction,64,128, 10000,0.042460
onethreadperblock,64,128, 10000,0.042133
multithread,64,128, 10000,0.041824
multithread_shared,64,128, 10000,0.042463
multithread_reduction,64,128, 10000,0.062552
onethreadperblock,64,128, 10000,0.043395
multithread,64,128, 10000,0.067026
multithread_shared,64,128, 10000,0.060699
multithread_reduction,64,128, 10000,0.043036
onethreadperblock,64,128, 10000,0.043744
multithread,64,128, 10000,0.043890
multithread_shared,64,128, 10000,0.058764
multithread_reduction,64,128, 10000,0.050281
onethreadperblock,64,128, 10000,0.061467
multithread,64,128, 10000,0.041555
multithread_shared,64,128, 10000,0.042526
multithread_reduction,64,128, 10000,0.042915
onethreadperblock,64,128, 100000,0.041978
multithread,64,128, 100000,0.047294
multithread_shared,64,128, 100000,0.064641
multithread_reduction,64,128, 100000,0.044238
onethreadperblock,64,128, 100000,0.043095
multithread,64,128, 100000,0.047522
multithread_shared,64,128, 100000,0.064860
multithread_reduction,64,128, 100000,0.044058
onethreadperblock,64,128, 100000,0.047947
multithread,64,128, 100000,0.043230
multithread_shared,64,128, 100000,0.042216
multithread_reduction,64,128, 100000,0.044157
onethreadperblock,64,128, 100000,0.043972
multithread,64,128, 100000,0.044304
multithread_shared,64,128, 100000,0.045042
multithread_reduction,64,128, 100000,0.044915
onethreadperblock,64,128, 100000,0.059863
multithread,64,128, 100000,0.043779
multithread_shared,64,128, 100000,0.058550
multithread_reduction,64,128, 100000,0.042522
onethreadperblock,64,128, 1000000,0.049427
multithread,64,128, 1000000,0.042897
multithread_shared,64,128, 1000000,0.060062
multithread_reduction,64,128, 1000000,0.043253
onethreadperblock,64,128, 1000000,0.063401
multithread,64,128, 1000000,0.042563
multithread_shared,64,128, 1000000,0.043357
multithread_reduction,64,128, 1000000,0.042587
onethreadperblock,64,128, 1000000,0.052903
multithread,64,128, 1000000,0.044974
multithread_shared,64,128, 1000000,0.044142
multithread_reduction,64,128, 1000000,0.043855
onethreadperblock,64,128, 1000000,0.049429
multithread,64,128, 1000000,0.042164
multithread_shared,64,128, 1000000,0.044133
multithread_reduction,64,128, 1000000,0.042395
onethreadperblock,64,128, 1000000,0.049230
multithread,64,128, 1000000,0.043062
multithread_shared,64,128, 1000000,0.042071
multithread_reduction,64,128, 1000000,0.043072
onethreadperblock,64,128, 10000000,0.122955
multithread,64,128, 10000000,0.044782
multithread_shared,64,128, 10000000,0.065708
multithread_reduction,64,128, 10000000,0.061098
onethreadperblock,64,128, 10000000,0.126277
multithread,64,128, 10000000,0.044341
multithread_shared,64,128, 10000000,0.043279
multithread_reduction,64,128, 10000000,0.044979
onethreadperblock,64,128, 10000000,0.122700
multithread,64,128, 10000000,0.044568
multithread_shared,64,128, 10000000,0.044323
multithread_reduction,64,128, 10000000,0.063062
onethreadperblock,64,128, 10000000,0.121850
multithread,64,128, 10000000,0.043416
multithread_shared,64,128, 10000000,0.043525
multithread_reduction,64,128, 10000000,0.063331
onethreadperblock,64,128, 10000000,0.121819
multithread,64,128, 10000000,0.044701
multithread_shared,64,128, 10000000,0.047440
multithread_reduction,64,128, 10000000,0.043890
onethreadperblock,64,128, 100000000,0.850908
multithread,64,128, 100000000,0.080736
multithread_shared,64,128, 100000000,0.078740
multithread_reduction,64,128, 100000000,0.059199
onethreadperblock,64,128, 100000000,0.846194
multithread,64,128, 100000000,0.059635
multithread_shared,64,128, 100000000,0.076180
multithread_reduction,64,128, 100000000,0.076193
onethreadperblock,64,128, 100000000,0.873049
multithread,64,128, 100000000,0.060732
multithread_shared,64,128, 100000000,0.078559
multithread_reduction,64,128, 100000000,0.091470
onethreadperblock,64,128, 100000000,0.862115
multithread,64,128, 100000000,0.091334
multithread_shared,64,128, 100000000,0.074873
multithread_reduction,64,128, 100000000,0.058578
onethreadperblock,64,128, 100000000,0.870461
multithread,64,128, 100000000,0.059120
multithread_shared,64,128, 100000000,0.058181
multithread_reduction,64,128, 100000000,0.059113
onethreadperblock,64,128, 1000000000,8.141670
multithread,64,128, 1000000000,0.236010
multithread_shared,64,128, 1000000000,0.222307
multithread_reduction,64,128, 1000000000,0.218955
onethreadperblock,64,128, 1000000000,8.035947
multithread,64,128, 1000000000,0.213518
multithread_shared,64,128, 1000000000,0.220136
multithread_reduction,64,128, 1000000000,0.216481
onethreadperblock,64,128, 1000000000,8.103136
multithread,64,128, 1000000000,0.219608
multithread_shared,64,128, 1000000000,0.236567
multithread_reduction,64,128, 1000000000,0.234174
onethreadperblock,64,128, 1000000000,8.111891
multithread,64,128, 1000000000,0.233811
multithread_shared,64,128, 1000000000,0.241076
multithread_reduction,64,128, 1000000000,0.241844
onethreadperblock,64,128, 1000000000,8.096099
multithread,64,128, 1000000000,0.237109
multithread_shared,64,128, 1000000000,0.216088
multithread_reduction,64,128, 1000000000,0.235715
onethreadperblock,64,256, 1000,0.062584
multithread,64,256, 1000,0.044261
multithread_shared,64,256, 1000,0.060829
multithread_reduction,64,256, 1000,0.061407
onethreadperblock,64,256, 1000,0.064014
multithread,64,256, 1000,0.060091
multithread_shared,64,256, 1000,0.045707
multithread_reduction,64,256, 1000,0.066523
onethreadperblock,64,256, 1000,0.043082
multithread,64,256, 1000,0.064686
multithread_shared,64,256, 1000,0.042378
multithread_reduction,64,256, 1000,0.043023
onethreadperblock,64,256, 1000,0.042641
multithread,64,256, 1000,0.061845
multithread_shared,64,256, 1000,0.041685
multithread_reduction,64,256, 1000,0.043401
onethreadperblock,64,256, 1000,0.042221
multithread,64,256, 1000,0.042107
multithread_shared,64,256, 1000,0.045422
multithread_reduction,64,256, 1000,0.044476
onethreadperblock,64,256, 10000,0.042010
multithread,64,256, 10000,0.042925
multithread_shared,64,256, 10000,0.042327
multithread_reduction,64,256, 10000,0.060960
onethreadperblock,64,256, 10000,0.064186
multithread,64,256, 10000,0.064705
multithread_shared,64,256, 10000,0.042137
multithread_reduction,64,256, 10000,0.044489
onethreadperblock,64,256, 10000,0.042191
multithread,64,256, 10000,0.064133
multithread_shared,64,256, 10000,0.043382
multithread_reduction,64,256, 10000,0.060544
onethreadperblock,64,256, 10000,0.045430
multithread,64,256, 10000,0.042559
multithread_shared,64,256, 10000,0.043311
multithread_reduction,64,256, 10000,0.071430
onethreadperblock,64,256, 10000,0.042534
multithread,64,256, 10000,0.060969
multithread_shared,64,256, 10000,0.043153
multithread_reduction,64,256, 10000,0.043891
onethreadperblock,64,256, 100000,0.062182
multithread,64,256, 100000,0.042815
multithread_shared,64,256, 100000,0.042201
multithread_reduction,64,256, 100000,0.042925
onethreadperblock,64,256, 100000,0.048686
multithread,64,256, 100000,0.042599
multithread_shared,64,256, 100000,0.043924
multithread_reduction,64,256, 100000,0.043151
onethreadperblock,64,256, 100000,0.050720
multithread,64,256, 100000,0.042520
multithread_shared,64,256, 100000,0.045009
multithread_reduction,64,256, 100000,0.073975
onethreadperblock,64,256, 100000,0.061328
multithread,64,256, 100000,0.045079
multithread_shared,64,256, 100000,0.044241
multithread_reduction,64,256, 100000,0.061077
onethreadperblock,64,256, 100000,0.048603
multithread,64,256, 100000,0.042802
multithread_shared,64,256, 100000,0.042698
multithread_reduction,64,256, 100000,0.042732
onethreadperblock,64,256, 1000000,0.051791
multithread,64,256, 1000000,0.042365
multithread_shared,64,256, 1000000,0.042203
multithread_reduction,64,256, 1000000,0.045511
onethreadperblock,64,256, 1000000,0.050284
multithread,64,256, 1000000,0.064137
multithread_shared,64,256, 1000000,0.045707
multithread_reduction,64,256, 1000000,0.047352
onethreadperblock,64,256, 1000000,0.049860
multithread,64,256, 1000000,0.060677
multithread_shared,64,256, 1000000,0.044789
multithread_reduction,64,256, 1000000,0.065971
onethreadperblock,64,256, 1000000,0.049579
multithread,64,256, 1000000,0.042956
multithread_shared,64,256, 1000000,0.043589
multithread_reduction,64,256, 1000000,0.061268
onethreadperblock,64,256, 1000000,0.051888
multithread,64,256, 1000000,0.041586
multithread_shared,64,256, 1000000,0.066425
multithread_reduction,64,256, 1000000,0.044016
onethreadperblock,64,256, 10000000,0.124350
multithread,64,256, 10000000,0.046869
multithread_shared,64,256, 10000000,0.073045
multithread_reduction,64,256, 10000000,0.064613
onethreadperblock,64,256, 10000000,0.123428
multithread,64,256, 10000000,0.044736
multithread_shared,64,256, 10000000,0.044977
multithread_reduction,64,256, 10000000,0.044260
