version,B,T,N,runtime
multithread_reduction,128,256, 1000000,0.061871
onethreadperblock,128,256, 1000000,0.048052
multithread,128,256, 1000000,0.041543
multithread_shared,128,256, 1000000,0.069713
multithread_reduction,128,256, 1000000,0.042703
onethreadperblock,128,256, 1000000,0.049054
multithread,128,256, 1000000,0.042750
multithread_shared,128,256, 1000000,0.041225
multithread_reduction,128,256, 1000000,0.043303
onethreadperblock,128,256, 10000000,0.115142
multithread,128,256, 10000000,0.044552
multithread_shared,128,256, 10000000,0.047825
multithread_reduction,128,256, 10000000,0.061762
onethreadperblock,128,256, 10000000,0.115233
multithread,128,256, 10000000,0.043285
multithread_shared,128,256, 10000000,0.043401
multithread_reduction,128,256, 10000000,0.043353
onethreadperblock,128,256, 10000000,0.095443
multithread,128,256, 10000000,0.043796
multithread_shared,128,256, 10000000,0.043579
multithread_reduction,128,256, 10000000,0.045356
onethreadperblock,128,256, 10000000,0.097163
multithread,128,256, 10000000,0.042827
multithread_shared,128,256, 10000000,0.044766
multithread_reduction,128,256, 10000000,0.060740
onethreadperblock,128,256, 10000000,0.125448
multithread,128,256, 10000000,0.043421
multithread_shared,128,256, 10000000,0.044643
multithread_reduction,128,256, 10000000,0.043723
onethreadperblock,128,256, 100000000,0.587404
multithread,128,256, 100000000,0.077682
multithread_shared,128,256, 100000000,0.059381
multithread_reduction,128,256, 100000000,0.082246
onethreadperblock,128,256, 100000000,0.601250
multithread,128,256, 100000000,0.076260
multithread_shared,128,256, 100000000,0.060599
multithread_reduction,128,256, 100000000,0.058987
onethreadperblock,128,256, 100000000,0.612115
multithread,128,256, 100000000,0.077173
multithread_shared,128,256, 100000000,0.059023
multithread_reduction,128,256, 100000000,0.081283
onethreadperblock,128,256, 100000000,0.621150
multithread,128,256, 100000000,0.083103
multithread_shared,128,256, 100000000,0.077531
multithread_reduction,128,256, 100000000,0.076885
onethreadperblock,128,256, 100000000,0.612593
multithread,128,256, 100000000,0.058779
multithread_shared,128,256, 100000000,0.081123
multithread_reduction,128,256, 100000000,0.076989
onethreadperblock,128,256, 1000000000,5.531103
multithread,128,256, 1000000000,0.238183
multithread_shared,128,256, 1000000000,0.239838
multithread_reduction,128,256, 1000000000,0.219817
onethreadperblock,128,256, 1000000000,5.552036
multithread,128,256, 1000000000,0.235974
multithread_shared,128,256, 1000000000,0.246298
multithread_reduction,128,256, 1000000000,0.243375
onethreadperblock,128,256, 1000000000,5.549878
multithread,128,256, 1000000000,0.239152
multithread_shared,128,256, 1000000000,0.235805
multithread_reduction,128,256, 1000000000,0.221541
onethreadperblock,128,256, 1000000000,5.533285
multithread,128,256, 1000000000,0.243906
multithread_shared,128,256, 1000000000,0.237768
multithread_reduction,128,256, 1000000000,0.234167
onethreadperblock,128,256, 1000000000,5.526657
multithread,128,256, 1000000000,0.246062
multithread_shared,128,256, 1000000000,0.237427
multithread_reduction,128,256, 1000000000,0.246203
onethreadperblock,256,1, 1000,0.044427
multithread,256,1, 1000,0.065250
multithread_shared,256,1, 1000,0.042238
multithread_reduction,256,1, 1000,0.062916
onethreadperblock,256,1, 1000,0.043313
multithread,256,1, 1000,0.063590
multithread_shared,256,1, 1000,0.044944
multithread_reduction,256,1, 1000,0.066765
onethreadperblock,256,1, 1000,0.065916
multithread,256,1, 1000,0.062469
multithread_shared,256,1, 1000,0.061825
multithread_reduction,256,1, 1000,0.060538
onethreadperblock,256,1, 1000,0.041890
multithread,256,1, 1000,0.044022
multithread_shared,256,1, 1000,0.041879
multithread_reduction,256,1, 1000,0.042250
onethreadperblock,256,1, 1000,0.061386
multithread,256,1, 1000,0.042220
multithread_shared,256,1, 1000,0.064980
multithread_reduction,256,1, 1000,0.043971
onethreadperblock,256,1, 10000,0.041778
multithread,256,1, 10000,0.045512
multithread_shared,256,1, 10000,0.061452
multithread_reduction,256,1, 10000,0.044000
onethreadperblock,256,1, 10000,0.043008
multithread,256,1, 10000,0.042639
multithread_shared,256,1, 10000,0.041951
multithread_reduction,256,1, 10000,0.043677
onethreadperblock,256,1, 10000,0.044110
multithread,256,1, 10000,0.059204
multithread_shared,256,1, 10000,0.077091
multithread_reduction,256,1, 10000,0.044191
onethreadperblock,256,1, 10000,0.043146
multithread,256,1, 10000,0.043003
multithread_shared,256,1, 10000,0.044421
multithread_reduction,256,1, 10000,0.043953
onethreadperblock,256,1, 10000,0.042219
multithread,256,1, 10000,0.052996
multithread_shared,256,1, 10000,0.047455
multithread_reduction,256,1, 10000,0.051936
onethreadperblock,256,1, 100000,0.048461
multithread,256,1, 100000,0.041844
multithread_shared,256,1, 100000,0.042357
multithread_reduction,256,1, 100000,0.043521
onethreadperblock,256,1, 100000,0.045819
multithread,256,1, 100000,0.042941
multithread_shared,256,1, 100000,0.043255
multithread_reduction,256,1, 100000,0.043435
onethreadperblock,256,1, 100000,0.043174
multithread,256,1, 100000,0.043507
multithread_shared,256,1, 100000,0.043103
multithread_reduction,256,1, 100000,0.044722
onethreadperblock,256,1, 100000,0.042832
multithread,256,1, 100000,0.041858
multithread_shared,256,1, 100000,0.043707
multithread_reduction,256,1, 100000,0.042999
onethreadperblock,256,1, 100000,0.046552
multithread,256,1, 100000,0.064221
multithread_shared,256,1, 100000,0.062291
multithread_reduction,256,1, 100000,0.042829
onethreadperblock,256,1, 1000000,0.046428
multithread,256,1, 1000000,0.064598
multithread_shared,256,1, 1000000,0.047298
multithread_reduction,256,1, 1000000,0.044694
onethreadperblock,256,1, 1000000,0.047776
multithread,256,1, 1000000,0.047625
multithread_shared,256,1, 1000000,0.046460
multithread_reduction,256,1, 1000000,0.044671
onethreadperblock,256,1, 1000000,0.046812
multithread,256,1, 1000000,0.046111
multithread_shared,256,1, 1000000,0.064925
multithread_reduction,256,1, 1000000,0.044319
onethreadperblock,256,1, 1000000,0.048935
multithread,256,1, 1000000,0.066069
multithread_shared,256,1, 1000000,0.046527
multithread_reduction,256,1, 1000000,0.047597
onethreadperblock,256,1, 1000000,0.046308
multithread,256,1, 1000000,0.068783
multithread_shared,256,1, 1000000,0.046448
multithread_reduction,256,1, 1000000,0.065402
onethreadperblock,256,1, 10000000,0.096466
multithread,256,1, 10000000,0.116388
multithread_shared,256,1, 10000000,0.092128
multithread_reduction,256,1, 10000000,0.067774
onethreadperblock,256,1, 10000000,0.118262
multithread,256,1, 10000000,0.093179
multithread_shared,256,1, 10000000,0.110145
multithread_reduction,256,1, 10000000,0.068732
onethreadperblock,256,1, 10000000,0.117870
multithread,256,1, 10000000,0.117499
multithread_shared,256,1, 10000000,0.091948
multithread_reduction,256,1, 10000000,0.067034
onethreadperblock,256,1, 10000000,0.092065
multithread,256,1, 10000000,0.092275
multithread_shared,256,1, 10000000,0.112965
multithread_reduction,256,1, 10000000,0.065692
onethreadperblock,256,1, 10000000,0.108366
multithread,256,1, 10000000,0.092714
multithread_shared,256,1, 10000000,0.091343
multithread_reduction,256,1, 10000000,0.067869
onethreadperblock,256,1, 100000000,0.559064
multithread,256,1, 100000000,0.549295
multithread_shared,256,1, 100000000,0.554493
multithread_reduction,256,1, 100000000,0.307121
onethreadperblock,256,1, 100000000,0.561522
multithread,256,1, 100000000,0.554272
multithread_shared,256,1, 100000000,0.541857
multithread_reduction,256,1, 100000000,0.287403
onethreadperblock,256,1, 100000000,0.549887
multithread,256,1, 100000000,0.537929
multithread_shared,256,1, 100000000,0.560048
multithread_reduction,256,1, 100000000,0.300096
onethreadperblock,256,1, 100000000,0.549661
multithread,256,1, 100000000,0.558038
multithread_shared,256,1, 100000000,0.551380
multithread_reduction,256,1, 100000000,0.312976
onethreadperblock,256,1, 100000000,0.535980
multithread,256,1, 100000000,0.533720
multithread_shared,256,1, 100000000,0.547703
multithread_reduction,256,1, 100000000,0.315201
onethreadperblock,256,1, 1000000000,4.973167
multithread,256,1, 1000000000,4.985848
multithread_shared,256,1, 1000000000,4.989960
multithread_reduction,256,1, 1000000000,2.525753
onethreadperblock,256,1, 1000000000,4.951584
multithread,256,1, 1000000000,4.998790
multithread_shared,256,1, 1000000000,4.981126
multithread_reduction,256,1, 1000000000,2.523933
onethreadperblock,256,1, 1000000000,4.975326
multithread,256,1, 1000000000,4.928885
multithread_shared,256,1, 1000000000,4.954173
multithread_reduction,256,1, 1000000000,2.528546
onethreadperblock,256,1, 1000000000,4.989146
multithread,256,1, 1000000000,4.982983
multithread_shared,256,1, 1000000000,4.957906
multithread_reduction,256,1, 1000000000,2.506891
onethreadperblock,256,1, 1000000000,4.959514
multithread,256,1, 1000000000,4.956477
multithread_shared,256,1, 1000000000,4.943946
multithread_reduction,256,1, 1000000000,2.471433
onethreadperblock,256,32, 1000,0.061905
multithread,256,32, 1000,0.043154
multithread_shared,256,32, 1000,0.065054
multithread_reduction,256,32, 1000,0.065264
onethreadperblock,256,32, 1000,0.045227
multithread,256,32, 1000,0.043951
multithread_shared,256,32, 1000,0.065250
multithread_reduction,256,32, 1000,0.043848
onethreadperblock,256,32, 1000,0.060909
multithread,256,32, 1000,0.042871
multithread_shared,256,32, 1000,0.043140
multithread_reduction,256,32, 1000,0.043167
onethreadperblock,256,32, 1000,0.041862
multithread,256,32, 1000,0.044135
multithread_shared,256,32, 1000,0.041576
multithread_reduction,256,32, 1000,0.063186
onethreadperblock,256,32, 1000,0.043101
multithread,256,32, 1000,0.043197
multithread_shared,256,32, 1000,0.042028
multithread_reduction,256,32, 1000,0.065340
onethreadperblock,256,32, 10000,0.044892
multithread,256,32, 10000,0.059644
multithread_shared,256,32, 10000,0.045110
multithread_reduction,256,32, 10000,0.064508
onethreadperblock,256,32, 10000,0.041574
multithread,256,32, 10000,0.060400
multithread_shared,256,32, 10000,0.060555
multithread_reduction,256,32, 10000,0.056286
onethreadperblock,256,32, 10000,0.064406
multithread,256,32, 10000,0.042385
multithread_shared,256,32, 10000,0.044807
multithread_reduction,256,32, 10000,0.060618
onethreadperblock,256,32, 10000,0.043674
multithread,256,32, 10000,0.051278
multithread_shared,256,32, 10000,0.042280
multithread_reduction,256,32, 10000,0.042371
onethreadperblock,256,32, 10000,0.041852
multithread,256,32, 10000,0.049146
multithread_shared,256,32, 10000,0.041797
multithread_reduction,256,32, 10000,0.042225
onethreadperblock,256,32, 100000,0.042660
multithread,256,32, 100000,0.042044
multithread_shared,256,32, 100000,0.042724
multithread_reduction,256,32, 100000,0.042657
onethreadperblock,256,32, 100000,0.044609
multithread,256,32, 100000,0.043099
multithread_shared,256,32, 100000,0.042577
multithread_reduction,256,32, 100000,0.046204
onethreadperblock,256,32, 100000,0.043938
multithread,256,32, 100000,0.043358
multithread_shared,256,32, 100000,0.065786
multithread_reduction,256,32, 100000,0.042761
onethreadperblock,256,32, 100000,0.043299
multithread,256,32, 100000,0.064408
multithread_shared,256,32, 100000,0.044543
multithread_reduction,256,32, 100000,0.061722
onethreadperblock,256,32, 100000,0.042045
multithread,256,32, 100000,0.042010
multithread_shared,256,32, 100000,0.062786
multithread_reduction,256,32, 100000,0.052643
onethreadperblock,256,32, 1000000,0.046747
multithread,256,32, 1000000,0.041680
multithread_shared,256,32, 1000000,0.042303
multithread_reduction,256,32, 1000000,0.045154
onethreadperblock,256,32, 1000000,0.078610
multithread,256,32, 1000000,0.044462
multithread_shared,256,32, 1000000,0.043327
multithread_reduction,256,32, 1000000,0.043906
onethreadperblock,256,32, 1000000,0.048660
multithread,256,32, 1000000,0.042638
multithread_shared,256,32, 1000000,0.044812
multithread_reduction,256,32, 1000000,0.043163
onethreadperblock,256,32, 1000000,0.048796
multithread,256,32, 1000000,0.041800
multithread_shared,256,32, 1000000,0.041709
multithread_reduction,256,32, 1000000,0.042709
onethreadperblock,256,32, 1000000,0.068766
multithread,256,32, 1000000,0.042732
multithread_shared,256,32, 1000000,0.041872
multithread_reduction,256,32, 1000000,0.068693
onethreadperblock,256,32, 10000000,0.099987
multithread,256,32, 10000000,0.051789
multithread_shared,256,32, 10000000,0.043943
multithread_reduction,256,32, 10000000,0.045180
onethreadperblock,256,32, 10000000,0.092393
multithread,256,32, 10000000,0.043732
multithread_shared,256,32, 10000000,0.045379
multithread_reduction,256,32, 10000000,0.046533
onethreadperblock,256,32, 10000000,0.092830
multithread,256,32, 10000000,0.043380
multithread_shared,256,32, 10000000,0.044005
multithread_reduction,256,32, 10000000,0.046200
onethreadperblock,256,32, 10000000,0.090167
multithread,256,32, 10000000,0.044520
multithread_shared,256,32, 10000000,0.043812
multithread_reduction,256,32, 10000000,0.043461
onethreadperblock,256,32, 10000000,0.090917
multithread,256,32, 10000000,0.043849
multithread_shared,256,32, 10000000,0.044870
multithread_reduction,256,32, 10000000,0.062651
onethreadperblock,256,32, 100000000,0.541354
multithread,256,32, 100000000,0.079253
multithread_shared,256,32, 100000000,0.074929
multithread_reduction,256,32, 100000000,0.057703
onethreadperblock,256,32, 100000000,0.535693
multithread,256,32, 100000000,0.057775
multithread_shared,256,32, 100000000,0.059577
multithread_reduction,256,32, 100000000,0.079335
onethreadperblock,256,32, 100000000,0.560439
multithread,256,32, 100000000,0.060608
multithread_shared,256,32, 100000000,0.078276
multithread_reduction,256,32, 100000000,0.056841
onethreadperblock,256,32, 100000000,0.525122
multithread,256,32, 100000000,0.057979
multithread_shared,256,32, 100000000,0.076928
multithread_reduction,256,32, 100000000,0.057134
onethreadperblock,256,32, 100000000,0.536160
multithread,256,32, 100000000,0.078015
multithread_shared,256,32, 100000000,0.057259
multithread_reduction,256,32, 100000000,0.058912
onethreadperblock,256,32, 1000000000,4.949927
multithread,256,32, 1000000000,0.214870
multithread_shared,256,32, 1000000000,0.213583
multithread_reduction,256,32, 1000000000,0.199087
onethreadperblock,256,32, 1000000000,4.950301
multithread,256,32, 1000000000,0.219887
multithread_shared,256,32, 1000000000,0.196778
multithread_reduction,256,32, 1000000000,0.206140
onethreadperblock,256,32, 1000000000,4.977964
multithread,256,32, 1000000000,0.213764
multithread_shared,256,32, 1000000000,0.215403
multithread_reduction,256,32, 1000000000,0.217408
onethreadperblock,256,32, 1000000000,4.973985
multithread,256,32, 1000000000,0.219363
multithread_shared,256,32, 1000000000,0.221154
multithread_reduction,256,32, 1000000000,0.216246
onethreadperblock,256,32, 1000000000,4.946180
multithread,256,32, 1000000000,0.194097
multithread_shared,256,32, 1000000000,0.195272
multithread_reduction,256,32, 1000000000,0.193377
onethreadperblock,256,64, 1000,0.043105
multithread,256,64, 1000,0.042006
multithread_shared,256,64, 1000,0.043016
multithread_reduction,256,64, 1000,0.042254
onethreadperblock,256,64, 1000,0.046443
multithread,256,64, 1000,0.041883
multithread_shared,256,64, 1000,0.062741
multithread_reduction,256,64, 1000,0.065416
onethreadperblock,256,64, 1000,0.042722
multithread,256,64, 1000,0.042405
multithread_shared,256,64, 1000,0.042206
multithread_reduction,256,64, 1000,0.065366
onethreadperblock,256,64, 1000,0.044139
multithread,256,64, 1000,0.041824
multithread_shared,256,64, 1000,0.042899
multithread_reduction,256,64, 1000,0.042499
onethreadperblock,256,64, 1000,0.059571
multithread,256,64, 1000,0.044932
multithread_shared,256,64, 1000,0.058508
multithread_reduction,256,64, 1000,0.062638
onethreadperblock,256,64, 10000,0.042662
multithread,256,64, 10000,0.044629
multithread_shared,256,64, 10000,0.042525
multithread_reduction,256,64, 10000,0.059693
onethreadperblock,256,64, 10000,0.045062
multithread,256,64, 10000,0.072208
multithread_shared,256,64, 10000,0.064143
multithread_reduction,256,64, 10000,0.043134
onethreadperblock,256,64, 10000,0.043561
multithread,256,64, 10000,0.061743
multithread_shared,256,64, 10000,0.043963
multithread_reduction,256,64, 10000,0.043890
onethreadperblock,256,64, 10000,0.042532
multithread,256,64, 10000,0.041750
multithread_shared,256,64, 10000,0.043593
multithread_reduction,256,64, 10000,0.042797
onethreadperblock,256,64, 10000,0.043481
multithread,256,64, 10000,0.044541
multithread_shared,256,64, 10000,0.049294
multithread_reduction,256,64, 10000,0.043889
onethreadperblock,256,64, 100000,0.043383
multithread,256,64, 100000,0.050251
multithread_shared,256,64, 100000,0.061520
multithread_reduction,256,64, 100000,0.044505
onethreadperblock,256,64, 100000,0.076994
multithread,256,64, 100000,0.060902
multithread_shared,256,64, 100000,0.049497
multithread_reduction,256,64, 100000,0.043674
onethreadperblock,256,64, 100000,0.042851
multithread,256,64, 100000,0.043954
multithread_shared,256,64, 100000,0.043539
multithread_reduction,256,64, 100000,0.042194
onethreadperblock,256,64, 100000,0.044551
multithread,256,64, 100000,0.068282
multithread_shared,256,64, 100000,0.045627
multithread_reduction,256,64, 100000,0.043986
onethreadperblock,256,64, 100000,0.061755
multithread,256,64, 100000,0.041669
multithread_shared,256,64, 100000,0.060199
multithread_reduction,256,64, 100000,0.043546
onethreadperblock,256,64, 1000000,0.075774
multithread,256,64, 1000000,0.042376
multithread_shared,256,64, 1000000,0.061377
multithread_reduction,256,64, 1000000,0.043707
onethreadperblock,256,64, 1000000,0.070431
multithread,256,64, 1000000,0.044038
multithread_shared,256,64, 1000000,0.047243
multithread_reduction,256,64, 1000000,0.044211
onethreadperblock,256,64, 1000000,0.047755
multithread,256,64, 1000000,0.042048
multithread_shared,256,64, 1000000,0.045453
multithread_reduction,256,64, 1000000,0.043302
onethreadperblock,256,64, 1000000,0.048341
multithread,256,64, 1000000,0.042856
multithread_shared,256,64, 1000000,0.042024
multithread_reduction,256,64, 1000000,0.043851
onethreadperblock,256,64, 1000000,0.046984
multithread,256,64, 1000000,0.064007
multithread_shared,256,64, 1000000,0.041813
multithread_reduction,256,64, 1000000,0.044046
onethreadperblock,256,64, 10000000,0.094224
multithread,256,64, 10000000,0.044353
multithread_shared,256,64, 10000000,0.043249
multithread_reduction,256,64, 10000000,0.050584
onethreadperblock,256,64, 10000000,0.113811
multithread,256,64, 10000000,0.061033
multithread_shared,256,64, 10000000,0.066252
multithread_reduction,256,64, 10000000,0.042849
onethreadperblock,256,64, 10000000,0.092892
multithread,256,64, 10000000,0.046456
multithread_shared,256,64, 10000000,0.061105
multithread_reduction,256,64, 10000000,0.045411
onethreadperblock,256,64, 10000000,0.092155
multithread,256,64, 10000000,0.042839
multithread_shared,256,64, 10000000,0.044057
multithread_reduction,256,64, 10000000,0.061555
onethreadperblock,256,64, 10000000,0.091131
multithread,256,64, 10000000,0.042844
multithread_shared,256,64, 10000000,0.043373
multithread_reduction,256,64, 10000000,0.047009
onethreadperblock,256,64, 100000000,0.546288
multithread,256,64, 100000000,0.076207
multithread_shared,256,64, 100000000,0.074441
multithread_reduction,256,64, 100000000,0.079618
onethreadperblock,256,64, 100000000,0.536962
multithread,256,64, 100000000,0.058600
multithread_shared,256,64, 100000000,0.055964
multithread_reduction,256,64, 100000000,0.058252
onethreadperblock,256,64, 100000000,0.531687
multithread,256,64, 100000000,0.056787
multithread_shared,256,64, 100000000,0.057614
multithread_reduction,256,64, 100000000,0.080209
onethreadperblock,256,64, 100000000,0.548252
multithread,256,64, 100000000,0.076493
multithread_shared,256,64, 100000000,0.056808
multithread_reduction,256,64, 100000000,0.056990
onethreadperblock,256,64, 100000000,0.550582
multithread,256,64, 100000000,0.058246
multithread_shared,256,64, 100000000,0.088650
multithread_reduction,256,64, 100000000,0.057428
onethreadperblock,256,64, 1000000000,4.911777
multithread,256,64, 1000000000,0.227341
multithread_shared,256,64, 1000000000,0.226362
multithread_reduction,256,64, 1000000000,0.204102
onethreadperblock,256,64, 1000000000,4.943754
multithread,256,64, 1000000000,0.218185
multithread_shared,256,64, 1000000000,0.201766
multithread_reduction,256,64, 1000000000,0.215983
onethreadperblock,256,64, 1000000000,4.964659
multithread,256,64, 1000000000,0.211901
multithread_shared,256,64, 1000000000,0.212227
multithread_reduction,256,64, 1000000000,0.216128
onethreadperblock,256,64, 1000000000,4.955603
multithread,256,64, 1000000000,0.204089
multithread_shared,256,64, 1000000000,0.202403
multithread_reduction,256,64, 1000000000,0.198811
onethreadperblock,256,64, 1000000000,4.967993
multithread,256,64, 1000000000,0.220843
multithread_shared,256,64, 1000000000,0.217780
multithread_reduction,256,64, 1000000000,0.217710
onethreadperblock,256,128, 1000,0.067357
multithread,256,128, 1000,0.060438
multithread_shared,256,128, 1000,0.042861
multithread_reduction,256,128, 1000,0.073121
onethreadperblock,256,128, 1000,0.042099
multithread,256,128, 1000,0.057991
multithread_shared,256,128, 1000,0.042437
multithread_reduction,256,128, 1000,0.066446
onethreadperblock,256,128, 1000,0.041747
multithread,256,128, 1000,0.043278
multithread_shared,256,128, 1000,0.041851
multithread_reduction,256,128, 1000,0.043133
onethreadperblock,256,128, 1000,0.059375
multithread,256,128, 1000,0.041810
multithread_shared,256,128, 1000,0.041937
multithread_reduction,256,128, 1000,0.041989
onethreadperblock,256,128, 1000,0.042680
multithread,256,128, 1000,0.043189
multithread_shared,256,128, 1000,0.042700
multithread_reduction,256,128, 1000,0.046692
onethreadperblock,256,128, 10000,0.043764
multithread,256,128, 10000,0.065580
multithread_shared,256,128, 10000,0.043321
multithread_reduction,256,128, 10000,0.042380
onethreadperblock,256,128, 10000,0.063006
multithread,256,128, 10000,0.045158
multithread_shared,256,128, 10000,0.041493
multithread_reduction,256,128, 10000,0.042287
onethreadperblock,256,128, 10000,0.055338
multithread,256,128, 10000,0.050146
multithread_shared,256,128, 10000,0.043152
multithread_reduction,256,128, 10000,0.043259
onethreadperblock,256,128, 10000,0.042828
multithread,256,128, 10000,0.043285
multithread_shared,256,128, 10000,0.041778
multithread_reduction,256,128, 10000,0.041665
onethreadperblock,256,128, 10000,0.054948
multithread,256,128, 10000,0.044737
multithread_shared,256,128, 10000,0.043118
multithread_reduction,256,128, 10000,0.048228
onethreadperblock,256,128, 100000,0.043348
multithread,256,128, 100000,0.042838
multithread_shared,256,128, 100000,0.041969
multithread_reduction,256,128, 100000,0.045711
onethreadperblock,256,128, 100000,0.042655
multithread,256,128, 100000,0.041726
multithread_shared,256,128, 100000,0.043191
multithread_reduction,256,128, 100000,0.044323
onethreadperblock,256,128, 100000,0.042329
multithread,256,128, 100000,0.050504
multithread_shared,256,128, 100000,0.043715
multithread_reduction,256,128, 100000,0.044829
onethreadperblock,256,128, 100000,0.042437
multithread,256,128, 100000,0.062002
multithread_shared,256,128, 100000,0.042323
multithread_reduction,256,128, 100000,0.043142
onethreadperblock,256,128, 100000,0.061442
multithread,256,128, 100000,0.041894
multithread_shared,256,128, 100000,0.061173
multithread_reduction,256,128, 100000,0.041846
onethreadperblock,256,128, 1000000,0.046691
multithread,256,128, 1000000,0.042514
multithread_shared,256,128, 1000000,0.042673
multithread_reduction,256,128, 1000000,0.041856
onethreadperblock,256,128, 1000000,0.046842
multithread,256,128, 1000000,0.043410
multithread_shared,256,128, 1000000,0.042605
multithread_reduction,256,128, 1000000,0.059298
onethreadperblock,256,128, 1000000,0.046226
multithread,256,128, 1000000,0.042609
multithread_shared,256,128, 1000000,0.041280
multithread_reduction,256,128, 1000000,0.047598
onethreadperblock,256,128, 1000000,0.048898
multithread,256,128, 1000000,0.060059
multithread_shared,256,128, 1000000,0.041677
multithread_reduction,256,128, 1000000,0.047882
onethreadperblock,256,128, 1000000,0.070285
multithread,256,128, 1000000,0.044404
multithread_shared,256,128, 1000000,0.044384
multithread_reduction,256,128, 1000000,0.042469
onethreadperblock,256,128, 10000000,0.095711
multithread,256,128, 10000000,0.065418
multithread_shared,256,128, 10000000,0.043643
multithread_reduction,256,128, 10000000,0.043657
onethreadperblock,256,128, 10000000,0.090624
multithread,256,128, 10000000,0.061292
multithread_shared,256,128, 10000000,0.044499
multithread_reduction,256,128, 10000000,0.043366
onethreadperblock,256,128, 10000000,0.091527
multithread,256,128, 10000000,0.061296
multithread_shared,256,128, 10000000,0.043712
multithread_reduction,256,128, 10000000,0.044587
onethreadperblock,256,128, 10000000,0.090730
multithread,256,128, 10000000,0.042214
multithread_shared,256,128, 10000000,0.043909
multithread_reduction,256,128, 10000000,0.062446
onethreadperblock,256,128, 10000000,0.110794
multithread,256,128, 10000000,0.063797
multithread_shared,256,128, 10000000,0.061851
multithread_reduction,256,128, 10000000,0.064435
onethreadperblock,256,128, 100000000,0.527451
multithread,256,128, 100000000,0.056755
multithread_shared,256,128, 100000000,0.056956
multithread_reduction,256,128, 100000000,0.056746
onethreadperblock,256,128, 100000000,0.535723
multithread,256,128, 100000000,0.082134
multithread_shared,256,128, 100000000,0.074626
multithread_reduction,256,128, 100000000,0.074592
onethreadperblock,256,128, 100000000,0.551330
multithread,256,128, 100000000,0.056634
multithread_shared,256,128, 100000000,0.075017
multithread_reduction,256,128, 100000000,0.058038
onethreadperblock,256,128, 100000000,0.551771
multithread,256,128, 100000000,0.059340
multithread_shared,256,128, 100000000,0.056458
multithread_reduction,256,128, 100000000,0.065836
onethreadperblock,256,128, 100000000,0.530292
multithread,256,128, 100000000,0.056370
multithread_shared,256,128, 100000000,0.057527
multithread_reduction,256,128, 100000000,0.059124
onethreadperblock,256,128, 1000000000,4.939407
multithread,256,128, 1000000000,0.228638
multithread_shared,256,128, 1000000000,0.231571
multithread_reduction,256,128, 1000000000,0.231415
onethreadperblock,256,128, 1000000000,4.964800
multithread,256,128, 1000000000,0.221282
multithread_shared,256,128, 1000000000,0.215269
multithread_reduction,256,128, 1000000000,0.216427
onethreadperblock,256,128, 1000000000,4.960971
multithread,256,128, 1000000000,0.200466
multithread_shared,256,128, 1000000000,0.198873
multithread_reduction,256,128, 1000000000,0.200614
onethreadperblock,256,128, 1000000000,4.960574
multithread,256,128, 1000000000,0.218220
multithread_shared,256,128, 1000000000,0.229252
multithread_reduction,256,128, 1000000000,0.205123
onethreadperblock,256,128, 1000000000,4.971086
multithread,256,128, 1000000000,0.216651
multithread_shared,256,128, 1000000000,0.213024
multithread_reduction,256,128, 1000000000,0.229851
onethreadperblock,256,256, 1000,0.060953
multithread,256,256, 1000,0.043207
multithread_shared,256,256, 1000,0.045510
multithread_reduction,256,256, 1000,0.067033
onethreadperblock,256,256, 1000,0.059748
multithread,256,256, 1000,0.059568
multithread_shared,256,256, 1000,0.043349
multithread_reduction,256,256, 1000,0.080221
onethreadperblock,256,256, 1000,0.042662
multithread,256,256, 1000,0.042623
multithread_shared,256,256, 1000,0.043003
multithread_reduction,256,256, 1000,0.064770
onethreadperblock,256,256, 1000,0.043127
multithread,256,256, 1000,0.041835
multithread_shared,256,256, 1000,0.041627
multithread_reduction,256,256, 1000,0.061488
onethreadperblock,256,256, 1000,0.043057
multithread,256,256, 1000,0.044969
multithread_shared,256,256, 1000,0.043832
multithread_reduction,256,256, 1000,0.043723
onethreadperblock,256,256, 10000,0.041697
multithread,256,256, 10000,0.042425
multithread_shared,256,256, 10000,0.043634
multithread_reduction,256,256, 10000,0.069933
onethreadperblock,256,256, 10000,0.062001
multithread,256,256, 10000,0.042052
multithread_shared,256,256, 10000,0.044010
multithread_reduction,256,256, 10000,0.045880
onethreadperblock,256,256, 10000,0.043002
multithread,256,256, 10000,0.042457
multithread_shared,256,256, 10000,0.048714
multithread_reduction,256,256, 10000,0.044225
onethreadperblock,256,256, 10000,0.043411
multithread,256,256, 10000,0.041406
multithread_shared,256,256, 10000,0.069297
multithread_reduction,256,256, 10000,0.044659
onethreadperblock,256,256, 10000,0.042274
multithread,256,256, 10000,0.044946
multithread_shared,256,256, 10000,0.043827
multithread_reduction,256,256, 10000,0.043590
onethreadperblock,256,256, 100000,0.047637
multithread,256,256, 100000,0.066966
multithread_shared,256,256, 100000,0.042864
multithread_reduction,256,256, 100000,0.044445
onethreadperblock,256,256, 100000,0.042633
multithread,256,256, 100000,0.042689
multithread_shared,256,256, 100000,0.048514
multithread_reduction,256,256, 100000,0.043600
onethreadperblock,256,256, 100000,0.059455
multithread,256,256, 100000,0.045355
multithread_shared,256,256, 100000,0.046097
multithread_reduction,256,256, 100000,0.072506
onethreadperblock,256,256, 100000,0.063114
multithread,256,256, 100000,0.059027
